3.7	1.388
45.788	1.123
76.312	0.925
277.963	0.925
282.924	1.472
290.912	0.694
294.612	1.388
303.526	1.472
316.812	0.462
326.062	0.462
50.598	2.312
71.688	2.312
269.175	2.498
288.138	2.775
37	3.052
274.262	3.978
340.978	3.353
346.297	3.353
351.153	3.122
42.088	4.348
129.847	4.047
134.588	4.163
291.683	4.317
299.052	4.163
58.738	5.828
84.902	5.088
279.224	5.172
46.898	6.012
284.16	6.66
294.444	6.769
52.448	6.938
303.246	7.04
38.388	7.863
132.317	8.451
289.248	7.863
337.625	7.678
342.815	8.479
0.925	8.788
43.29	9.435
275.608	9.124
298.775	9.25
26.825	9.897
77.238	9.712
82.788	9.712
280.635	10.021
328.94	10.021
8.788	10.638
48.748	10.638
102.097	10.522
333.925	11.1
96.971	11.665
293.872	11.562
302.938	12.303
38.388	13.228
339.753	12.488
31.45	13.598
344.562	13.413
26.26	14.954
277.153	14.222
297.572	16.049
330.519	15.094
120.712	15.263
136.553	15.147
47.452	16.188
335.929	16.29
273.338	17.853
340.862	17.112
52.378	17.922
73.538	18.038
96.663	18.038
302.012	18.038
345.95	18.222
1.388	19.702
278.047	19.299
326.988	18.963
6.752	19.888
30.062	20.628
78.625	19.888
141.885	20.504
332.352	19.888
337.603	21.165
293.688	21.738
298.733	22.326
342.61	22.354
274.262	22.662
303.965	23.279
323.472	22.662
347.44	23.279
14.338	24.328
19.425	24.05
217.838	23.588
328.838	23.588
3.7	24.328
45.973	24.975
75.079	24.41
279.35	24.513
333.967	24.849
339.181	26.194
125.44	26.979
132.275	26.825
295.538	26.362
383.875	26.362
35.613	27.288
214.446	27.39
300.903	27.288
325.24	27.596
344.1	27.103
11.748	28.675
16.65	28.675
107.762	28.213
120.404	28.11
201.072	28.328
219.585	28.521
305.713	28.213
310.893	28.86
330.351	28.717
349.188	28.213
146.51	29.754
205.812	29.6
280.635	29.446
354.275	29.138
141.165	30.679
316.224	29.978
335.312	29.798
20.998	31.45
129.038	30.988
134.125	31.45
210.9	30.988
247.438	30.988
285.362	30.988
340.862	30.988
7.863	32.652
123.796	31.81
215.885	32.221
252.885	32.221
302.822	32.028
326.885	32.529
345.796	32.015
2.775	33.3
14.338	33.022
202.297	33.3
220.781	33.594
277.192	32.683
307.678	32.953
350.922	32.953
36.422	33.647
149.572	33.762
239.112	33.762
257.728	33.647
312.928	33.762
332.075	33.578
144.763	34.688
207.478	34.688
225.854	34.79
244.046	34.585
281.547	34.572
317.853	34.803
51.029	35.51
212.288	35.798
249.288	35.798
286.185	36.229
307.316	36.661
322.867	36.201
180.028	36.422
199.222	36.653
217.19	37.185
235.69	37.185
254.19	37.185
300.81	37.092
0.859	38.123
5.676	37.547
277.847	37.347
147.722	38.388
203.778	38.388
222.278	38.388
240.962	38.388
259.278	38.388
314.5	38.85
40.238	39.775
208.588	39.498
227.272	39.775
245.588	39.498
282.403	39.312
305.528	39.312
384.029	39.775
16.002	40.238
176.398	40.238
213.675	40.7
250.633	40.826
319.279	40.135
3.777	42.01
9.528	41.162
181.763	41.162
200.263	41.902
232.021	41.06
287.213	41.162
310.153	41.902
116.19	42.704
151.34	42.396
218.578	42.088
237.078	42.088
255.763	42.088
261.775	42.55
278.065	42.396
301.203	42.203
168.072	43.012
205.072	43.012
223.696	43.115
242.072	43.012
306.049	44.19
73.229	44.04
173.253	43.938
209.975	44.4
247.101	44.358
282.865	44.585
315.271	44.04
178.178	44.978
196.562	45.602
228.601	44.778
297.388	45.127
7.631	46.404
154.753	46.25
159.562	45.788
214.878	45.788
233.562	45.788
252.062	45.788
274.262	45.788
130.271	46.61
149.49	47.021
164.804	46.815
201.372	46.713
257.15	47.175
2.498	47.638
77.238	47.638
169.738	47.638
206.275	48.1
278.888	47.638
301.396	47.432
310.338	47.638
72.15	49.025
89.262	48.562
174.867	48.899
270.1	48.748
383.528	48.678
96.354	49.385
211.178	49.488
230.048	49.488
248.362	49.488
283.512	49.673
161.412	50.412
198.413	50.677
216.103	50.528
225.238	51.152
235.297	50.528
253.45	50.598
274.725	50.875
10.638	51.338
80.938	51.338
166.153	51.453
202.922	51.453
258.538	52.078
16.072	52.147
75.85	52.725
207.663	53.002
273.594	54.781
279.35	52.725
288.253	52.147
302.115	52.879
106.838	53.65
194.292	53.524
268.25	53.65
292.948	53.65
63.548	54.113
84.535	54.729
212.403	53.997
228.938	54.575
249.75	54.298
263.162	53.848
382.488	54.113
53.188	55.038
162.758	55.374
199.153	55.038
284.252	55.038
297.556	55.794
80.012	56.148
203.962	56.702
224.128	55.963
57.812	56.888
190.55	57.073
289.062	56.888
302.368	58.097
345.385	57.504
372.312	56.888
88.523	58.275
110.273	57.812
208.924	57.897
265.822	57.928
270.647	58.149
279.812	58.275
293.996	59.123
377.554	57.71
49.488	58.738
104.988	58.738
195.453	58.738
214.138	58.738
329.454	58.84
335.035	59.385
382.488	58.738
83.712	59.662
200.16	59.971
284.9	60.125
308.179	59.765
340.4	59.662
186.572	60.588
274.725	61.05
369.201	61.092
78.625	61.328
205.224	61.597
298.312	61.512
374.162	61.698
45.788	62.438
191.753	62.438
303.678	63.178
379.597	62.553
384.106	62.438
87.413	63.363
196.447	63.478
270.562	63.363
280.275	63.363
321.438	63.363
326.802	63.363
332.075	63.548
337.265	63.979
82.325	64.75
92.346	65.11
187.775	65.398
201.372	65.212
285.478	65.097
308.95	65.028
371.018	65.86
206.401	66.558
275.188	66.138
300.317	66.908
376.013	66.6
192.678	67.062
295.538	67.062
324.128	67.651
381.678	67.178
197.488	68.728
211.362	67.988
270.562	68.728
305.25	68.82
318.662	67.988
329.3	68.172
334.503	68.103
183.797	68.913
279.928	68.797
93.61	70.208
202.729	69.94
188.854	70.66
298.421	72.068
303.965	73.709
310.338	70.762
378.14	71.41
177.022	71.572
207.478	71.688
275.188	72.242
293.225	72.15
70.023	73.075
280.552	73.352
321.129	72.51
326.248	72.612
331.705	72.612
90.002	73.538
268.713	73.538
373.658	73.874
5.088	74.462
94.812	75.202
172.821	74.565
203.698	74.462
247.715	75.018
308.302	75.388
313.215	76.004
177.6	76.312
272.515	76.929
295.414	76.867
318.478	76.775
277.5	77.7
328.838	77.238
378.171	77.135
91.113	78.902
201.188	78.163
206.738	78.163
301.088	78.163
5.088	80.012
247.54	80.629
305.597	79.897
310.338	80.198
374.162	80.012
286.288	80.938
291.375	81.4
315.148	80.938
76.197	81.747
87.228	82.325
197.95	82.048
296.925	81.862
326.062	81.862
364.45	82.048
379.096	81.965
302.097	83.124
369.538	83.528
92.038	83.898
278.271	83.815
307.1	84.175
61.05	84.452
250.315	84.946
283.41	85.254
312.085	84.946
374.625	85.1
183.15	86.025
201.496	85.665
245.403	85.562
288.322	85.562
293.688	85.748
317.121	85.665
383.528	85.678
196.562	87.228
365.786	88.492
98.328	87.413
107.208	87.69
178.062	87.413
209.698	87.875
298.498	87.413
378.903	87.297
88.338	88.338
93.383	89.178
173.438	88.338
303.862	88.338
370.565	88.646
248.548	89.725
285.362	90.002
308.95	89.078
314.038	90.002
102.549	90.103
111.462	90.188
186.724	90.103
200.078	90.65
243.275	90.372
322.23	91.179
327.912	90.188
181.763	91.113
213.521	91.215
362.831	90.881
98.05	92.5
176.675	92.223
332.538	92.038
359.774	92.346
107.023	92.962
171.69	93.271
190.088	93.702
325.446	92.654
369.435	93.579
203.86	94.504
217.56	94.535
317.473	93.888
349.303	94.003
38.696	94.915
102.521	95.044
111.462	95.552
185.278	94.812
240.962	94.812
245.588	94.812
364.296	94.71
180.221	95.969
199.153	95.738
212.624	96.242
322.178	94.998
326.525	95.738
355.662	95.738
156.51	97.31
175.203	97.251
193.703	97.251
14.8	97.588
106.838	97.773
207.663	97.588
236.235	98.204
319.503	98.134
360.624	98.092
188.574	98.428
351.86	98.821
55.374	99.942
66.138	99.173
165.112	99.438
183.612	99.622
202.853	99.438
216.324	99.522
243.552	99.438
248.178	100.178
346.412	99.438
365.417	99.774
60.125	99.9
102.212	100.363
111.185	100.733
160.302	105.173
178.71	101.01
229.862	100.363
315.271	100.465
326.399	100.867
356.588	101.102
211.362	101.288
253.604	101.39
291.838	101.288
116.828	102.212
155.4	102.398
173.746	102.11
206.738	102.952
318.431	102.444
63.363	103.322
68.373	103.831
106.838	103.138
150.312	103.138
168.812	103.138
181.586	106.133
220.15	103.322
321.553	103.253
361.398	103.138
14.338	104.062
20.196	104.165
57.998	104.062
163.683	104.651
185.378	104.651
216.375	105.913
245.279	104.165
352.579	104.165
38.051	105.408
102.128	105.576
177.138	105.728
