41.5	1.5
46.5	2.318
52.5	1.5
71	0.833
80.5	0.75
93	0.833
300	1.3
317.5	2.3
322.5	0.75
332.214	0.929
341.1	1.8
371.5	1
377.3	0.9
75.5	2.5
142.7	3
305.3	2.5
327.045	3.136
351	2.3
1	3.5
137.3	3.5
290.5	3.5
310.5	3.5
375.227	5.045
296	5
381.5	4.5
38	6
322.136	5.591
43.5	6.7
301.3	6.5
354.833	6.389
48.864	7.591
62.167	7.611
140.611	8.167
306.5	7.5
360.5	7.5
88.5	8.214
132.5	8.5
326.5	8.5
365.682	9.318
311.7	9.5
297.5	10.5
321.611	11.167
371.5	10.5
40.167	11.389
45.7	12
302.611	11.833
356.5	12
28.167	12.611
51	12.7
75.389	13.167
362.083	13.25
106.389	13.833
316.5	13.5
23.214	14.5
86.3	14.5
100.611	14.833
326	14.3
367.5	14.7
145.5	15.5
372.8	16.2
9.5	17.5
27	18
48.5	17.7
125.5	18.3
363.5	18.5
154.5	19.5
325.682	20.318
369	20
102.625	20.375
76.5	21.5
289.611	22.167
299.375	21.625
354.3	21.5
374.5	21.5
45.2	23.2
359.5	22.5
81.7	24.5
294.5	24.5
317.1	25.2
323	25
329	25
235.3	25.5
350.5	25.5
370.5	25.5
355.5	26.7
375.7	27
299.5	27.5
340.5	27.5
2.136	28.591
77.5	29.3
33.611	30.167
132.167	29.611
140.625	29.625
231.167	29.389
320.2	29.8
325.5	29.7
366.5	29.5
146.5	30.5
216.5	30.5
236.3	31
294.833	30.611
331.3	30.5
351.833	30.611
372	31
17	32
44.5	31.5
126.786	31.5
221.833	31.611
336.5	31.5
357.3	32
11.5	32.5
299.864	32.955
342.136	33.045
377.5	32.5
112.375	33.625
136.5	33.5
157.5	33.5
227.3	33.5
362.5	33.5
382.625	33.625
22.611	34.833
232.389	34.833
267.375	34.625
305.3	34.5
347.5	34.5
367.833	34.611
131.167	35.389
217.7	35.5
252.5	35.5
332.5	35.5
353.3	36
237.5	36.5
257.611	37.167
272.5	36.5
338.136	36.955
373.5	36.5
1	37.5
13.955	37.864
161	37.7
223.136	37.409
277.7	38
358.5	37.5
378.625	37.625
49.5	38.5
155.5	38.5
228.389	38.833
263.167	38.611
301.375	38.375
343.5	38.5
26.611	40.167
214	39.5
248.5	39.5
268.5	40.3
306.375	39.625
349	40
195.389	40.833
219	41
233.7	40.5
253.5	40.7
334.5	40.786
4	42
239.045	41.864
273.5	41.5
